WORDCOUNTS,WEIGHT
the,1251
and,1036
of,820
in,552
a,324
to,323
that,215
j,210
basin,161
great,158
for,153
on,139
b,137
d,137
california,131
pp,125
from,123
m,118
r,118
p,113
press,112
archaic,110
is,106
s,100
are,97
have,97
as,91
american,90
university,89
period,88
c,86
early,86
l,85
archaeology,77
southwest,77
holocene,76
by,75
region,75
research,72
late,71
new,71
this,70
e,69
et,68
al,68
eds,67
t,66
w,66
at,63
antiquity,60
journal,59
with,59
jones,56
archaeological,54
utah,53
lake,52
middle,52
their,51
sites,51
been,50
anthropology,47
g,47
not,47
salt,47
city,46
prehistory,46
or,46
an,46
foraging,45
they,45
maize,45
more,44
social,44
archaeologists,42
archaeol,42
some,41
subsistence,41
prehistoric,41
res,41
has,40
ed,40
it,39
western,39
agriculture,39
data,39
other,39
were,39
would,39
springer,39
be,39
was,38
peoples,38
southern,37
these,37
use,37
may,36
ecology,35
human,34
hunting,33
k,33
north,32
santa,31
hildebrandt,31
behavioral,31
but,31
complexity,31
coast,31
madsen,30
rhode,30
west,30
across,30
northern,30
into,29
during,29
farming,29
mexico,29
erlandson,29
plateau,28
site,28
cultural,28
used,28
also,28
rock,28
many,28
there,27
population,27
people,27
years,27
h,26
southwestern,26
when,26
anthropological,26
agricultural,26
no,25
plains,25
art,25
arizona,25
large,24
cave,24
culture,24
using,24
expansion,23
central,23
record,23
change,23
about,23
fremont,23
mcguire,23
kennett,23
numic,23
bettinger,22
those,22
such,22
tucson,22
than,22
prentiss,22
resource,22
f,22
between,22
i,21
how,21
questions,21
researchers,21
kelly,20
areas,20
which,20
colorado,20
models,20
huckell,20
approaches,19
organization,19
hunters,19
we,19
grayson,19
beck,19
transition,19
although,19
evidence,19
much,19
resources,19
mobility,18
york,18
evolution,18
where,18
earlier,18
while,18
papers,17
america,17
fowler,17
most,17
found,17
example,17
sutton,17
populations,17
model,17
desert,17
colonization,17
northwestern,17
among,17
recent,17
cultigens,16
farmers,16
along,16
foragers,16
n,16
chronology,16
especially,16
both,16
through,16
area,16
adovasio,16
groups,15
group,15
first,15
all,15
zeanah,15
residential,15
hard,15
broughton,15
world,15
he,15
time,15
strategies,15
diehl,15
can,15
why,15
numa,15
past,15
complex,14
rick,14
roney,14
dates,14
greater,14
wills,14
artifacts,14
san,14
signaling,14
dna,14
regional,14
only,14
klar,14
foods,14
evolutionary,14
theory,14
southeastern,14
later,13
one,13
boulder,13
eastern,13
mabry,13
perspective,13
island,13
parts,13
vierra,13
climatic,13
movement,13
ancient,13
nevada,13
smith,13
theoretical,13
raab,13
points,13
perspectives,13
suggests,13
arnold,13
migration,12
due,12
fig,12
traditions,12
rather,12
antevs,12
creek,12
because,12
gatherers,12
simms,12
hayden,12
periods,12
barbara,12
addition,12
perhaps,12
historic,12
plant,12
probably,12
examine,12
analysis,12
climate,12
technological,12
altamira,11
environmental,11
thus,11
throughout,11
borderlands,11
millennium,11
sandals,11
his,11
coastal,11
focused,11
however,11
part,11
working,11
long,11
chronological,11
pattern,11
patterns,11
see,11
material,11
radiocarbon,11
high,11
adaptations,11
today,11
provide,11
basketry,11
paleoindian,11
winterhalder,11
valley,11
focus,11
if,10
linguistic,10
history,10
women,10
u,10
barlow,10
columbia,10
general,10
river,10
linguistics,10
occupation,10
well,10
its,10
lifeways,10
approach,10
two,10
others,10
men,10
understanding,10
technologies,10
including,10
article,10
who,10
intensification,10
each,10
game,10
our,10
until,10
costly,10
studies,9
modern,9
behavior,9
contact,9
mcbrinn,9
implications,9
point,9
leblanc,9
bight,9
look,9
support,9
show,9
origins,9
glassow,9
gregory,9
near,9
place,9
lifeway,9
believes,9
kiva,9
economic,9
techniques,9
islands,9
technology,9
same,9
shows,9
do,9
geib,9
identity,9
dating,9
porcasi,9
science,9
environment,9
over,9
different,9
current,9
what,9
marked,9
remains,9
shift,9
altithermal,9
created,8
transitions,8
aikens,8
available,8
possible,8
very,8
development,8
chihuahua,8
even,8
after,8
productive,8
changes,8
beyond,8
explain,8
pleistocene,8
work,8
status,8
around,8
villages,8
south,8
practices,8
gathering,8
return,8
communities,8
ethnographic,8
toward,8
idea,8
channel,8
present,8
number,8
maritime,8
processes,8
like,8
so,8
fe,8
ago,8
hill,8
often,8
cannon,8
known,8
jennings,8
waters,8
frison,8
variability,8
question,8
instead,8
connolly,8
mountains,7
village,7
dc,7
carpenter,7
before,7
themes,7
differences,7
nm,7
investigations,7
projectile,7
bird,7
ritual,7
canyon,7
interest,7
geological,7
developed,7
similar,7
study,7
az,7
webster,7
emergence,7
just,7
house,7
view,7
matson,7
arrival,7
societies,7
term,7
academic,7
required,7
sedentism,7
gender,7
q,7
perishable,7
settlement,7
texas,7
will,7
habitus,7
forager,7
byers,7
longer,7
anthropologist,7
oregon,7
jolie,7
classes,7
discussion,7
rio,7
kujit,7
significant,7
spread,7
include,7
understand,7
practice,7
conditions,7
must,7
berkeley,7
believe,7
examining,7
beginning,7
them,7
adaptation,7
despite,7
hockett,7
washington,7
land,7
comparison,7
debate,7
should,7
way,6
adoption,6
speakers,6
lower,6
production,6
tradition,6
textiles,6
cordage,6
able,6
diversity,6
review,6
houses,6
rates,6
ceramics,6
meltzer,6
additional,6
drought,6
terminology,6
exploitation,6
wyoming,6
had,6
could,6
diet,6
northwest,6
showing,6
hopi,6
artifact,6
regions,6
optimal,6
los,6
several,6
smithsonian,6
migrating,6
spangler,6
critical,6
likely,6
processing,6
water,6
occupations,6
outside,6
made,6
austin,6
food,6
keatley,6
institution,6
bliege,6
cruz,6
earliest,6
temporal,6
languages,6
particularly,6
role,6
wild,6
schlanger,6
states,6
increased,6
given,6
cienega,6
hypothesis,6
problem,5
does,5
o,5
zuni,5
miguel,5
introduction,5
center,5
dart,5
gamble,5
being,5
chatters,5
marine,5
mogollon,5
hawkes,5
metcalf,5
cultivation,5
labor,5
squash,5
phase,5
relatively,5
excavations,5
times,5
milling,5
storage,5
continuity,5
interesting,5
arid,5
braje,5
jornada,5
northeastern,5
four,5
lithic,5
cordell,5
uses,5
result,5
based,5
appearance,5
histories,5
lived,5
base,5
vellanoweth,5
applied,5
aspects,5
structures,5
focuses,5
ethnicity,5
below,5
floodplain,5
small,5
components,5
make,5
pacific,5
thought,5
doleman,5
paleoarchaic,5
wetlands,5
bourdieu,5
attempting,5
discussed,5
style,5
explicitly,5
argument,5
hattori,5
baskets,5
increase,5
artiodactyl,5
largely,5
occupied,5
sees,5
language,5
features,5
dry,5
systems,5
note,5
continued,5
detailed,5
united,5
pithouses,5
school,5
series,5
sheep,5
far,5
generalized,5
proposed,5
animal,5
distribution,5
gladwin,5
migrations,5
camps,5
whitley,5
bayham,5
entire,5
identify,4
essays,4
stone,4
subregional,4
acorns,4
shelter,4
ii,4
address,4
v,4
nature,4
best,4
borders,4
location,4
potentially,4
take,4
cerro,4
concepts,4
less,4
anthropologists,4
apply,4
cassidy,4
prey,4
component,4
magic,4
neighbors,4
elston,4
old,4
casas,4
back,4
byrd,4
baumhoff,4
archaeologist,4
staller,4
breadth,4
unit,4
domestication,4
moreover,4
addressing,4
lives,4
ope,4
berry,4
elsewhere,4
albuquerque,4
follow,4
important,4
hot,4
plank,4
my,4
out,4
issue,4
sedentary,4
evaluate,4
buried,4
reviews,4
burial,4
tools,4
andrefsky,4
tykot,4
bow,4
y,4
sonora,4
tool,4
significantly,4
literature,4
overview,4
postulated,4
sheehan,4
horizon,4
boston,4
least,4
commerce,4
suggest,4
canoe,4
contrast,4
family,4
lamb,4
few,4
county,4
boundaries,4
visible,4
paleoecology,4
benz,4
notes,4
chaine,4
increasing,4
grand,4
goodale,4
limited,4
museum,4
grande,4
mammal,4
interpretation,4
without,4
published,4
volume,4
coulam,4
communal,4
fact,4
choice,4
end,4
figurines,4
variation,4
simple,4
honor,4
mitochondrial,4
focusing,4
multidisciplinary,4
another,4
local,4
examples,4
explanation,4
range,4
examination,4
pedler,4
individual,4
responses,4
provides,4
become,4
topics,4
landscape,4
wells,4
relative,4
widely,4
hunt,4
grandes,4
bighorn,4
european,4
she,4
sometimes,4
slow,4
boats,4
stable,4
then,4
associated,4
changing,4
set,4
shamans,4
know,4
did,4
ratoire,4
lemonnier,4
returns,4
historical,4
chumash,4
biogeography,4
explanations,4
juanaquena,4
schroedl,4
influenced,4
up,4
presented,4
conclude,4
sea,4
manufacturing,4
locations,4
advent,4
materials,4
fauna,4
basketmaker,4
territories,4
valuable,4
arrived,4
ca,4
roles,4
looking,4
edge,3
corporate,3
affected,3
reconsidered,3
likewise,3
kinds,3
easily,3
hyland,3
inequality,3
moving,3
variety,3
contexts,3
witherspoon,3
test,3
upland,3
either,3
explaining,3
jesse,3
specifically,3
revisited,3
might,3
dramatically,3
archaeologically,3
warm,3
analyses,3
origin,3
concludes,3
last,3
state,3
date,3
sociopolitical,3
within,3
context,3
system,3
british,3
sophisticated,3
activity,3
reply,3
prove,3
symbolic,3
variations,3
indicating,3
fitzgerald,3
economies,3
sanchez,3
framework,3
relationships,3
quality,3
adams,3
application,3
topic,3
body,3
response,3
left,3
find,3
pueblo,3
deeply,3
preagricultural,3
evaluates,3
americans,3
camp,3
artiodactyls,3
levels,3
hughes,3
environments,3
risk,3
importance,3
certain,3
derived,3
danger,3
burials,3
barker,3
factors,3
means,3
stillwater,3
fagan,3
intensive,3
numbers,3
followed,3
generally,3
clemente,3
management,3
lead,3
faunal,3
effort,3
energetic,3
fishing,3
events,3
further,3
camels,3
cabana,3
caves,3
recently,3
ford,3
lyons,3
wide,3
public,3
structure,3
possibility,3
glottochronology,3
sparse,3
technical,3
concept,3
competing,3
comment,3
year,3
private,3
issues,3
dietler,3
winter,3
own,3
lithics,3
steward,3
level,3
wi,3
members,3
highly,3
geomorphic,3
impossible,3
brown,3
fully,3
method,3
provided,3
finds,3
moved,3
society,3
minor,3
logistical,3
constraints,3
formative,3
above,3
selection,3
ethnographers,3
examined,3
opportunities,3
marginal,3
borrowed,3
mobile,3
us,3
ascendance,3
noted,3
stones,3
useful,3
ceramic,3
stemmed,3
similarly,3
agree,3
appeared,3
larger,3
remain,3
eerkins,3
timing,3
native,3
mortars,3
antelope,3
assemblages,3
schaafsma,3
intermountain,3
herbich,3
persisted,3
assign,3
whalen,3
three,3
characterized,3
geographically,3
mammals,3
carson,3
pozos,3
abundant,3
punctuated,3
procurement,3
specialize,3
effect,3
usa,3
adaptive,3
political,3
division,3
pestles,3
ranging,3
asking,3
movements,3
pinon,3
arrow,3
widespread,3
male,3
primarily,3
isotope,3
seen,3
began,3
transformation,3
indicate,3
life,3
table,3
variable,3
any,3
growing,3
conclusion,3
geographic,3
woody,3
